text,reason,label
"this new zoom app is so so annoying,always downloading emoji every time i launch it",app keeps downloading emoji package,1
i can not load memory is writes failed to load,gameplay and controls are bad,0
very good quality moving picture and graphics,service does not offer many movies,0
very bad because it can not plosive speech sound incoming calls,want to start web cam,0
zoom is amazing unity can zoom anywhere and anytime but sometimes my net goes down,want to join imported class,0
but iphone 5 have virtual background on the filter,unable to load movies,0
my zoom conferencing stopped after 15 minutes.,want lower subscription charges,0
i rump not enter my placard details.,want another season for owl house,0
you cannot interact with the app after exiting split screen mode.,want to add more backgrounds,0
why am i not able to receive videos shared to me?,want to switch audio to stereo,0
"but when i try to install android tv box a using android 9.0, the app warns that it is not compatible with this device.",want to enter conference link,0
but there is no option of making quality good or bad,no option of making quality good or bad,1
for now two stars especially the make out where you cannot pin a video when there is sharing inch the screen i hope you will fix it,want to copy and paste meeting invite information,0
